obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('4117',)",3692419287.93,4,3.63918995857,3716294610.13,3716294613.62,3692419287.93,0.0,internal_timestamp,68.4550018311,1483430487.93,33.4519996643,0,9.76710033417,1026.09712729,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4118',)",3692419287.99,4,3.63920998573,3716294610.13,3716294613.62,3692419287.99,0.0,internal_timestamp,68.452003479,1483430487.99,33.4520988464,0,9.7672996521,1026.09715789,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4119',)",3692419288.06,4,3.63925004005,3716294610.13,3716294613.62,3692419288.06,0.0,internal_timestamp,68.4560012817,1483430488.06,33.4522018433,0,9.76749992371,1026.09722315,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4120',)",3692419288.12,4,3.63927006721,3716294610.13,3716294613.62,3692419288.12,0.0,internal_timestamp,68.4550018311,1483430488.12,33.4523010254,0,9.76770019531,1026.09726268,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4121',)",3692419289.77,4,3.63930988312,3716294610.13,3716294613.62,3692419289.77,0.0,internal_timestamp,68.4540023804,1483430489.77,33.4524993896,0,9.76790046692,1026.09737964,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4122',)",3692419289.8,4,3.63933992386,3716294610.13,3716294613.62,3692419289.8,0.0,internal_timestamp,68.4499969482,1483430489.8,33.4527015686,0,9.76799964905,1026.09750271,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4123',)",3692419289.83,4,3.63935995102,3716294610.13,3716294613.62,3692419289.83,0.0,internal_timestamp,68.4509963989,1483430489.83,33.4527015686,0,9.76819992065,1026.09747393,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4124',)",3692419289.85,4,3.63935995102,3716294610.13,3716294613.62,3692419289.85,0.0,internal_timestamp,68.4509963989,1483430489.85,33.4527015686,0,9.76830005646,1026.09745726,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4125',)",3692419289.86,4,3.63937997818,3716294610.13,3716294613.62,3692419289.86,0.0,internal_timestamp,68.4509963989,1483430489.86,33.4528007507,0,9.76830005646,1026.09753468,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4126',)",3692419289.87,4,3.63940000534,3716294610.13,3716294613.62,3692419289.87,0.0,internal_timestamp,68.4540023804,1483430489.87,33.4528999329,0,9.76840019226,1026.09760911,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4127',)",3692419289.88,4,3.6394200325,3716294610.13,3716294613.63,3692419289.88,0.0,internal_timestamp,68.452003479,1483430489.88,33.452999115,0,9.76850032806,1026.09766076,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4128',)",3692419289.89,4,3.63945007324,3716294610.13,3716294613.63,3692419289.89,0.0,internal_timestamp,68.4489974976,1483430489.89,33.4532012939,0,9.76860046387,1026.09778823,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4129',)",3692419289.9,4,3.6394701004,3716294610.13,3716294613.63,3692419289.9,0.0,internal_timestamp,68.4499969482,1483430489.9,33.4533996582,0,9.76860046387,1026.09794762,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4130',)",3692419289.91,4,3.63948011398,3716294610.13,3716294613.63,3692419289.91,0.0,internal_timestamp,68.4459991455,1483430489.91,33.4536018372,0,9.76860046387,1026.09808723,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4131',)",3692419289.94,4,3.63948988914,3716294610.13,3716294613.63,3692419289.94,0.0,internal_timestamp,68.4479980469,1483430489.94,33.4538002014,0,9.76840019226,1026.09828451,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4132',)",3692419289.95,4,3.63948011398,3716294610.13,3716294613.63,3692419289.95,0.0,internal_timestamp,68.4479980469,1483430489.95,33.4541015625,0,9.76809978485,1026.09856975,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4133',)",3692419289.96,4,3.6394701004,3716294610.13,3716294613.63,3692419289.96,0.0,internal_timestamp,68.4499969482,1483430489.96,33.4542999268,0,9.76770019531,1026.0988002,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4134',)",3692419289.96,4,3.6394701004,3716294610.13,3716294613.63,3692419289.96,0.0,internal_timestamp,68.4499969482,1483430489.96,33.454498291,0,9.76749992371,1026.09898837,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4135',)",3692419289.97,4,3.63948011398,3716294610.13,3716294613.63,3692419289.97,0.0,internal_timestamp,68.4489974976,1483430489.97,33.4546012878,0,9.7673997879,1026.09908088,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4136',)",3692419289.97,4,3.63948988914,3716294610.13,3716294613.63,3692419289.97,0.0,internal_timestamp,68.4489974976,1483430489.97,33.4546012878,0,9.76760005951,1026.09904755,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4137',)",3692419289.98,4,3.63950991631,3716294610.13,3716294613.63,3692419289.98,0.0,internal_timestamp,68.4489974976,1483430489.98,33.4543991089,0,9.76790046692,1026.09883973,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4138',)",3692419289.99,4,3.63951992989,3716294610.13,3716294613.63,3692419289.99,0.0,internal_timestamp,68.4489974976,1483430489.99,33.4543991089,0,9.76819992065,1026.09878988,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4139',)",3692419290.0,4,3.63952994347,3716294610.13,3716294613.63,3692419290.0,0.0,internal_timestamp,68.4479980469,1483430490.0,33.4542999268,0,9.76840019226,1026.09867458,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4140',)",3692419290.0,4,3.63954997063,3716294610.13,3716294613.63,3692419290.0,0.0,internal_timestamp,68.4459991455,1483430490.0,33.4542999268,0,9.76860046387,1026.09863214,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4141',)",3692419290.01,4,3.63956999779,3716294610.13,3716294613.63,3692419290.01,0.0,internal_timestamp,68.4499969482,1483430490.01,33.4543991089,0,9.768699646,1026.09871125,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4142',)",3692419290.02,4,3.63958001137,3716294610.13,3716294613.63,3692419290.02,0.0,internal_timestamp,68.4479980469,1483430490.02,33.4542999268,0,9.7688999176,1026.0985914,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4143',)",3692419290.02,4,3.63956999779,3716294610.13,3716294613.63,3692419290.02,0.0,internal_timestamp,68.4489974976,1483430490.02,33.4542007446,0,9.7688999176,1026.09851853,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4144',)",3692419290.03,4,3.63953995705,3716294610.13,3716294613.63,3692419290.03,0.0,internal_timestamp,68.4489974976,1483430490.03,33.4542007446,0,9.76850032806,1026.09858504,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4145',)",3692419290.03,4,3.63948011398,3716294610.13,3716294613.63,3692419290.03,0.0,internal_timestamp,68.452003479,1483430490.04,33.4550018311,0,9.76710033417,1026.09945706,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4146',)",3692419290.04,4,3.63941001892,3716294610.13,3716294613.63,3692419290.04,0.0,internal_timestamp,68.4509963989,1483430490.04,33.4565010071,0,9.76469993591,1026.10102222,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4147',)",3692419290.05,4,3.63932991028,3716294610.13,3716294613.63,3692419290.05,0.0,internal_timestamp,68.4530029297,1483430490.05,33.4586982727,0,9.76150035858,1026.10327895,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4148',)",3692419290.05,4,3.63924002647,3716294610.13,3716294613.63,3692419290.05,0.0,internal_timestamp,68.4550018311,1483430490.05,33.4612998962,0,9.75769996643,1026.10595116,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('4149',)",3692419290.06,4,3.63914990425,3716294610.13,3716294613.63,3692419290.06,0.0,internal_timestamp,68.4540023804,1483430490.06,33.4639015198,0,9.75389957428,1026.10860963,29,13,29,13,29,29,29,29,29,29,44.6389,-124.2990333
"('4150',)",3692419290.07,4,3.63907003403,3716294610.13,3716294613.63,3692419290.07,0.0,internal_timestamp,68.4540023804,1483430490.07,33.4664001465,0,9.75030040741,1026.11115867,29,13,29,13,29,29,29,29,29,29,44.6389,-124.2990333
"('4151',)",3692419290.08,4,3.6389799118,3716294610.13,3716294613.64,3692419290.08,0.0,internal_timestamp,68.4560012817,1483430490.08,33.4688987732,0,9.74660015106,1026.11373353,29,13,29,13,29,29,29,29,29,29,44.6389,-124.2990333
"('4152',)",3692419290.12,4,3.63888001442,3716294610.13,3716294613.64,3692419290.12,0.0,internal_timestamp,68.4550018311,1483430490.12,33.4715995789,0,9.74269962311,1026.11648576,29,13,29,13,29,29,29,29,29,29,44.6389,-124.2990333
"('4153',)",3692419290.18,4,3.6387898922,3716294610.13,3716294613.64,3692419290.18,0.0,internal_timestamp,68.4580001831,1483430490.18,33.4739990234,0,9.73900032043,1026.11898738,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4154',)",3692419290.24,4,3.63870000839,3716294610.13,3716294613.64,3692419290.24,0.0,internal_timestamp,68.4580001831,1483430490.24,33.4762001038,0,9.73569965363,1026.12125416,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4155',)",3692419290.31,4,3.63865995407,3716294610.13,3716294613.64,3692419290.31,0.0,internal_timestamp,68.4589996338,1483430490.31,33.4779014587,0,9.73340034485,1026.12296893,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4156',)",3692419290.37,4,3.63865995407,3716294610.13,3716294613.64,3692419290.37,0.0,internal_timestamp,68.4589996338,1483430490.37,33.4786987305,0,9.73250007629,1026.1237409,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4157',)",3692419290.43,4,3.63868999481,3716294610.13,3716294613.64,3692419290.43,0.0,internal_timestamp,68.4580001831,1483430490.43,33.4785003662,0,9.73309993744,1026.12348183,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4158',)",3692419290.49,4,3.63875007629,3716294610.13,3716294613.64,3692419290.49,0.0,internal_timestamp,68.4619979858,1483430490.49,33.4776000977,0,9.73480033875,1026.12251471,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4159',)",3692419290.56,4,3.63880991936,3716294610.13,3716294613.64,3692419290.56,0.0,internal_timestamp,68.4649963379,1483430490.56,33.4760017395,0,9.73709964752,1026.12089852,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4160',)",3692419290.62,4,3.63887000084,3716294610.13,3716294613.64,3692419290.62,0.0,internal_timestamp,68.4649963379,1483430490.62,33.4742012024,0,9.73970031738,1026.11906072,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4161',)",3692419290.68,4,3.63892006874,3716294610.13,3716294613.64,3692419290.68,0.0,internal_timestamp,68.466003418,1483430490.68,33.4723014832,0,9.74230003357,1026.1171502,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4162',)",3692419290.74,4,3.6389400959,3716294610.13,3716294613.64,3692419290.74,0.0,internal_timestamp,68.466003418,1483430490.74,33.4702987671,0,9.74470043182,1026.11518778,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4163',)",3692419290.81,4,3.63895988464,3716294610.13,3716294613.64,3692419290.81,0.0,internal_timestamp,68.4670028687,1483430490.81,33.4683990479,0,9.7468996048,1026.11334373,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4164',)",3692419290.87,4,3.63895010948,3716294610.13,3716294613.64,3692419290.87,0.0,internal_timestamp,68.466003418,1483430490.87,33.4665985107,0,9.74870014191,1026.11163426,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4165',)",3692419290.93,4,3.63895010948,3716294610.13,3716294613.64,3692419290.93,0.0,internal_timestamp,68.4670028687,1483430490.93,33.4653015137,0,9.75020027161,1026.11037689,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4166',)",3692419291.0,4,3.63895010948,3716294610.13,3716294613.64,3692419291.0,0.0,internal_timestamp,68.4680023193,1483430491.0,33.4644012451,0,9.75109958649,1026.10952913,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4167',)",3692419291.06,4,3.63895010948,3716294610.13,3716294613.64,3692419291.06,0.0,internal_timestamp,68.46900177,1483430491.06,33.464099884,0,9.7513999939,1026.10924847,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4168',)",3692419291.12,4,3.63895010948,3716294610.13,3716294613.64,3692419291.12,0.0,internal_timestamp,68.4739990234,1483430491.12,33.4644012451,0,9.75109958649,1026.10955642,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4169',)",3692419291.18,4,3.63896989822,3716294610.13,3716294613.64,3692419291.18,0.0,internal_timestamp,68.4739990234,1483430491.18,33.4650001526,0,9.75069999695,1026.11009039,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4170',)",3692419291.24,4,3.63899993896,3716294610.13,3716294613.64,3692419291.24,0.0,internal_timestamp,68.4729995728,1483430491.24,33.4651985168,0,9.75090026855,1026.11020738,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4171',)",3692419291.31,4,3.63905000687,3716294610.13,3716294613.64,3692419291.31,0.0,internal_timestamp,68.4769973755,1483430491.31,33.4645004272,0,9.75209999084,1026.10948112,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4172',)",3692419291.37,4,3.63910007477,3716294610.13,3716294613.64,3692419291.37,0.0,internal_timestamp,68.4769973755,1483430491.37,33.4628982544,0,9.7544002533,1026.10784787,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4173',)",3692419291.43,4,3.63913989067,3716294610.13,3716294613.64,3692419291.43,0.0,internal_timestamp,68.4759979248,1483430491.43,33.4606018066,0,9.75720024109,1026.10558494,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4174',)",3692419291.5,4,3.63917994499,3716294610.13,3716294613.65,3692419291.5,0.0,internal_timestamp,68.483001709,1483430491.5,33.4584999084,0,9.76000022888,1026.10351026,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4175',)",3692419291.56,4,3.63921999931,3716294610.13,3716294613.65,3692419291.56,0.0,internal_timestamp,68.4810028076,1483430491.56,33.4570007324,0,9.76210021973,1026.1019815,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4176',)",3692419291.62,4,3.63925004005,3716294610.13,3716294613.65,3692419291.62,0.0,internal_timestamp,68.483001709,1483430491.62,33.4566001892,0,9.76280021667,1026.10156146,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4177',)",3692419291.68,4,3.63927006721,3716294610.13,3716294613.65,3692419291.68,0.0,internal_timestamp,68.483001709,1483430491.68,33.457901001,0,9.76159954071,1026.10277666,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4178',)",3692419291.74,4,3.63925004005,3716294610.13,3716294613.65,3692419291.74,0.0,internal_timestamp,68.4840011597,1483430491.74,33.4609985352,0,9.75800037384,1026.10579795,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4179',)",3692419291.81,4,3.63920998573,3716294610.13,3716294613.65,3692419291.81,0.0,internal_timestamp,68.4869995117,1483430491.81,33.465801239,0,9.75249958038,1026.11047563,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4180',)",3692419291.87,4,3.63914990425,3716294610.13,3716294613.65,3692419291.87,0.0,internal_timestamp,68.4929962158,1483430491.87,33.4710006714,0,9.74619960785,1026.11560934,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4181',)",3692419291.93,4,3.63908004761,3716294610.13,3716294613.65,3692419291.93,0.0,internal_timestamp,68.4940032959,1483430491.93,33.4757003784,0,9.74040031433,1026.12024675,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4182',)",3692419291.99,4,3.63901996613,3716294610.13,3716294613.65,3692419291.99,0.0,internal_timestamp,68.4919967651,1483430491.99,33.4791984558,0,9.73600006104,1026.12369968,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4183',)",3692419292.06,4,3.6389799118,3716294610.13,3716294613.65,3692419292.06,0.0,internal_timestamp,68.4919967651,1483430492.06,33.4816017151,0,9.73289966583,1026.12609097,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4184',)",3692419292.12,4,3.63893008232,3716294610.13,3716294613.65,3692419292.12,0.0,internal_timestamp,68.4919967651,1483430492.12,33.4832992554,0,9.73050022125,1026.12781482,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4185',)",3692419292.18,4,3.63890004158,3716294610.13,3716294613.65,3692419292.18,0.0,internal_timestamp,68.4960021973,1483430492.18,33.4846992493,0,9.72869968414,1026.12922509,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4186',)",3692419292.24,4,3.638890028,3716294610.13,3716294613.65,3692419292.24,0.0,internal_timestamp,68.4980010986,1483430492.24,33.4855995178,0,9.72760009766,1026.13011966,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4187',)",3692419292.44,4,3.63891005516,3716294610.13,3716294613.65,3692419292.44,0.0,internal_timestamp,68.4970016479,1483430492.44,33.4855995178,1,9.72780036926,1026.13008184,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4188',)",3692419292.45,4,3.63895988464,3716294610.13,3716294613.65,3692419292.45,0.0,internal_timestamp,68.5029983521,1483430492.45,33.4841995239,0,9.7298002243,1026.128684,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4189',)",3692419292.45,4,3.63900995255,3716294610.13,3716294613.65,3692419292.45,0.0,internal_timestamp,68.5029983521,1483430492.45,33.481300354,0,9.73359966278,1026.12578949,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4190',)",3692419292.49,4,3.63907003403,3716294610.13,3716294613.65,3692419292.49,0.0,internal_timestamp,68.5019989014,1483430492.49,33.4771995544,0,9.73869991302,1026.12173609,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4191',)",3692419292.56,4,3.63912010193,3716294610.13,3716294613.65,3692419292.56,0.0,internal_timestamp,68.5049972534,1483430492.56,33.4726982117,0,9.744099617,1026.11733826,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4192',)",3692419292.62,4,3.63916993141,3716294610.13,3716294613.65,3692419292.62,0.0,internal_timestamp,68.5049972534,1483430492.62,33.4683990479,0,9.74919986725,1026.11313421,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4193',)",3692419292.68,4,3.63919997215,3716294610.13,3716294613.65,3692419292.68,0.0,internal_timestamp,68.5039978027,1483430492.68,33.4645996094,0,9.75360012054,1026.10943196,29,13,29,29,29,29,29,29,29,29,44.6389,-124.2990333
"('4194',)",3692419292.74,4,3.63923001289,3716294610.13,3716294613.65,3692419292.74,0.0,internal_timestamp,68.5070037842,1483430492.74,33.4616012573,0,9.75720024109,1026.10650626,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4195',)",3692419292.81,4,3.63925004005,3716294610.13,3716294613.65,3692419292.81,0.0,internal_timestamp,68.5100021362,1483430492.81,33.4590988159,0,9.76010036469,1026.10408401,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4196',)",3692419292.87,4,3.63927006721,3716294610.13,3716294613.65,3692419292.87,0.0,internal_timestamp,68.5080032349,1483430492.87,33.4571990967,0,9.76239967346,1026.10220942,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4197',)",3692419292.93,4,3.63929009438,3716294610.13,3716294613.65,3692419292.93,0.0,internal_timestamp,68.5100021362,1483430492.93,33.4557991028,0,9.76410007477,1026.10084274,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4198',)",3692419292.99,4,3.63930988312,3716294610.13,3716294613.66,3692419292.99,0.0,internal_timestamp,68.5120010376,1483430492.99,33.4550018311,0,9.76519966125,1026.10004651,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4199',)",3692419293.06,4,3.6393198967,3716294610.13,3716294613.54,3692419293.06,0.0,internal_timestamp,68.5120010376,1483430493.06,33.454498291,0,9.76570034027,1026.09957013,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4200',)",3692419293.12,4,3.6393198967,3716294610.13,3716294613.54,3692419293.12,0.0,internal_timestamp,68.5149993896,1483430493.12,33.4543991089,0,9.76599979401,1026.09945652,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4201',)",3692419293.28,4,3.63930988312,3716294610.13,3716294613.54,3692419293.28,0.0,internal_timestamp,68.5149993896,1483430493.28,33.4542999268,1,9.76599979401,1026.0993791,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4202',)",3692419293.29,4,3.63930988312,3716294610.13,3716294613.55,3692419293.29,0.0,internal_timestamp,68.516998291,1483430493.29,33.4542999268,0,9.7658996582,1026.09940487,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('4203',)",3692419293.31,4,3.63930988312,3716294610.13,3716294613.55,3692419293.31,0.0,internal_timestamp,68.5210037231,1483430493.31,33.4543991089,0,9.76580047607,1026.09951703,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
