obs,time,deployment,conductivity,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,profiler_timestamp,salinity,suspect_timestamp,temperature,density,conductivity_qc_executed,conductivity_qc_results,pressure_qc_executed,pressure_qc_results,salinity_qc_executed,salinity_qc_results,density_qc_executed,density_qc_results,temperature_qc_executed,temperature_qc_results,lat,lon
"('8433',)",3692462493.68,4,3.65662002563,3716294556.43,3716294610.84,3692462493.68,0.0,internal_timestamp,69.7620010376,1483473693.68,33.3988990784,0,10.0156002045,1026.01997173,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8434',)",3692462493.74,4,3.6566400528,3716294556.43,3716294610.84,3692462493.74,0.0,internal_timestamp,69.7610015869,1483473693.74,33.398601532,0,10.0160999298,1026.01965068,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8435',)",3692462493.8,4,3.65665006638,3716294556.43,3716294610.84,3692462493.8,0.0,internal_timestamp,69.7610015869,1483473693.8,33.398399353,0,10.016500473,1026.01942532,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8436',)",3692462493.86,4,3.65666007996,3716294556.43,3716294610.84,3692462493.86,0.0,internal_timestamp,69.7590026855,1483473693.86,33.398399353,0,10.016500473,1026.01941623,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8437',)",3692462493.93,4,3.65665006638,3716294556.43,3716294610.84,3692462493.93,0.0,internal_timestamp,69.7600021362,1483473693.93,33.398601532,0,10.0163002014,1026.01961231,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8438',)",3692462493.99,4,3.65665006638,3716294556.43,3716294610.84,3692462493.99,0.0,internal_timestamp,69.7600021362,1483473693.99,33.3988990784,0,10.0158996582,1026.01991205,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8439',)",3692462494.05,4,3.65663003922,3716294556.43,3716294610.84,3692462494.05,0.0,internal_timestamp,69.7620010376,1483473694.05,33.3991012573,0,10.0153999329,1026.02016326,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8440',)",3692462494.11,4,3.65661001205,3716294556.43,3716294610.84,3692462494.11,0.0,internal_timestamp,69.7600021362,1483473694.12,33.3993988037,0,10.0149002075,1026.02047067,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8441',)",3692462494.18,4,3.65659999847,3716294556.43,3716294610.84,3692462494.18,0.0,internal_timestamp,69.7610015869,1483473694.18,33.3996009827,0,10.0145998001,1026.02068365,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8442',)",3692462494.24,4,3.65658998489,3716294556.43,3716294610.84,3692462494.24,0.0,internal_timestamp,69.7610015869,1483473694.24,33.3997993469,0,10.0143003464,1026.02088896,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8443',)",3692462494.3,4,3.65658998489,3716294556.43,3716294610.84,3692462494.3,0.0,internal_timestamp,69.7580032349,1483473694.3,33.4000015259,0,10.013999939,1026.02108377,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8444',)",3692462494.36,4,3.65657997131,3716294556.43,3716294610.84,3692462494.36,0.0,internal_timestamp,69.7590026855,1483473694.36,33.4000015259,0,10.0138998032,1026.02110522,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8445',)",3692462494.43,4,3.65657997131,3716294556.43,3716294610.84,3692462494.43,0.0,internal_timestamp,69.7620010376,1483473694.43,33.4000015259,0,10.0138998032,1026.02111886,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8446',)",3692462494.49,4,3.65657997131,3716294556.43,3716294610.84,3692462494.49,0.0,internal_timestamp,69.7600021362,1483473694.49,33.400100708,0,10.0138998032,1026.02118713,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8447',)",3692462494.55,4,3.65658998489,3716294556.43,3716294610.84,3692462494.55,0.0,internal_timestamp,69.7559967041,1483473694.55,33.4001998901,0,10.0138998032,1026.02124628,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8448',)",3692462494.61,4,3.65661001205,3716294556.43,3716294610.84,3692462494.61,0.0,internal_timestamp,69.7570037842,1483473694.61,33.4003982544,0,10.0137996674,1026.0214225,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8449',)",3692462494.68,4,3.65661001205,3716294556.43,3716294610.84,3692462494.68,0.0,internal_timestamp,69.7570037842,1483473694.68,33.4005012512,0,10.0136995316,1026.02151975,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8450',)",3692462494.74,4,3.65661001205,3716294556.43,3716294610.84,3692462494.74,0.0,internal_timestamp,69.7570037842,1483473694.74,33.4006004333,0,10.0136003494,1026.02161387,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8451',)",3692462494.8,4,3.65658998489,3716294556.43,3716294610.84,3692462494.8,0.0,internal_timestamp,69.7580032349,1483473694.8,33.4006004333,0,10.0134000778,1026.02165224,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8452',)",3692462494.86,4,3.65656995773,3716294556.43,3716294610.84,3692462494.86,0.0,internal_timestamp,69.7570037842,1483473694.86,33.4003982544,0,10.0134000778,1026.02148999,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8453',)",3692462494.93,4,3.65655994415,3716294556.43,3716294610.84,3692462494.93,0.0,internal_timestamp,69.7580032349,1483473694.93,33.4002990723,0,10.013299942,1026.02143408,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8454',)",3692462494.99,4,3.65655994415,3716294556.43,3716294610.84,3692462494.99,0.0,internal_timestamp,69.7509994507,1483473694.99,33.4002990723,0,10.013299942,1026.02140224,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8455',)",3692462495.05,4,3.65655994415,3716294556.43,3716294610.84,3692462495.05,0.0,internal_timestamp,69.7490005493,1483473695.05,33.4003982544,0,10.0134000778,1026.0214536,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8456',)",3692462495.11,4,3.65657997131,3716294556.43,3716294610.84,3692462495.11,0.0,internal_timestamp,69.7519989014,1483473695.11,33.4003982544,0,10.0134000778,1026.02146723,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8457',)",3692462495.18,4,3.65658998489,3716294556.43,3716294610.85,3692462495.18,0.0,internal_timestamp,69.7539978027,1483473695.18,33.4005012512,0,10.0135002136,1026.02153975,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8458',)",3692462495.24,4,3.65657997131,3716294556.43,3716294610.85,3692462495.24,0.0,internal_timestamp,69.7519989014,1483473695.24,33.4003982544,0,10.0136003494,1026.02143341,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8459',)",3692462495.3,4,3.65657997131,3716294556.43,3716294610.85,3692462495.3,0.0,internal_timestamp,69.7490005493,1483473695.3,33.4002990723,0,10.0136003494,1026.02134241,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8460',)",3692462495.36,4,3.65655994415,3716294556.43,3716294610.85,3692462495.36,0.0,internal_timestamp,69.7480010986,1483473695.36,33.400100708,0,10.0136003494,1026.02118314,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8461',)",3692462495.43,4,3.65655994415,3716294556.43,3716294610.85,3692462495.43,0.0,internal_timestamp,69.7480010986,1483473695.43,33.400100708,0,10.0136003494,1026.02118314,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8462',)",3692462495.49,4,3.65654993057,3716294556.43,3716294610.85,3692462495.49,0.0,internal_timestamp,69.7490005493,1483473695.49,33.400100708,0,10.0136003494,1026.02118768,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8463',)",3692462495.55,4,3.65653991699,3716294556.43,3716294610.85,3692462495.55,0.0,internal_timestamp,69.75,1483473695.55,33.4000015259,0,10.0135002136,1026.02113178,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8464',)",3692462495.61,4,3.65653991699,3716294556.43,3716294610.85,3692462495.61,0.0,internal_timestamp,69.7429962158,1483473695.61,33.400100708,0,10.0134000778,1026.0211942,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8465',)",3692462495.68,4,3.65653991699,3716294556.43,3716294610.85,3692462495.68,0.0,internal_timestamp,69.7450027466,1483473695.68,33.400100708,0,10.013299942,1026.02122024,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8466',)",3692462495.74,4,3.65653991699,3716294556.43,3716294610.85,3692462495.74,0.0,internal_timestamp,69.7429962158,1483473695.74,33.400100708,0,10.013299942,1026.02121112,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8467',)",3692462495.8,4,3.65653991699,3716294556.43,3716294610.85,3692462495.8,0.0,internal_timestamp,69.7460021973,1483473695.8,33.4001998901,0,10.013299942,1026.02130215,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8468',)",3692462495.86,4,3.65653991699,3716294556.43,3716294610.85,3692462495.86,0.0,internal_timestamp,69.7440032959,1483473695.86,33.4001998901,0,10.013299942,1026.02129306,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8469',)",3692462495.93,4,3.65653991699,3716294556.43,3716294610.85,3692462495.93,0.0,internal_timestamp,69.7429962158,1483473695.93,33.4001998901,0,10.0131998062,1026.02130539,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8470',)",3692462495.99,4,3.65652990341,3716294556.43,3716294610.85,3692462495.99,0.0,internal_timestamp,69.7389984131,1483473695.99,33.4002990723,0,10.0130996704,1026.02138149,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8471',)",3692462496.05,4,3.65652990341,3716294556.43,3716294610.85,3692462496.05,0.0,internal_timestamp,69.7399978638,1483473696.05,33.4001998901,0,10.0130996704,1026.02130867,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8472',)",3692462496.11,4,3.65651988983,3716294556.43,3716294610.85,3692462496.11,0.0,internal_timestamp,69.7399978638,1483473696.11,33.4000015259,0,10.0131998062,1026.02113703,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8473',)",3692462496.18,4,3.65651988983,3716294556.43,3716294610.86,3692462496.18,0.0,internal_timestamp,69.7369995117,1483473696.18,33.3998985291,0,10.013299942,1026.02102614,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8474',)",3692462496.24,4,3.65651988983,3716294556.43,3716294610.86,3692462496.24,0.0,internal_timestamp,69.736000061,1483473696.24,33.3997993469,0,10.0135002136,1026.02091041,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8475',)",3692462496.3,4,3.65652990341,3716294556.43,3716294610.86,3692462496.3,0.0,internal_timestamp,69.7379989624,1483473696.3,33.3997001648,0,10.0137996674,1026.02079156,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8476',)",3692462496.36,4,3.65655994415,3716294556.43,3716294610.91,3692462496.36,0.0,internal_timestamp,69.7350006104,1483473696.37,33.3993988037,0,10.0143003464,1026.0204583,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8477',)",3692462496.43,4,3.65657997131,3716294556.43,3716294610.91,3692462496.43,0.0,internal_timestamp,69.7320022583,1483473696.43,33.3991012573,0,10.0149002075,1026.02011125,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8478',)",3692462496.49,4,3.65659999847,3716294556.43,3716294610.91,3692462496.49,0.0,internal_timestamp,69.7310028076,1483473696.49,33.398601532,0,10.0157003403,1026.01958176,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8479',)",3692462496.55,4,3.65663003922,3716294556.43,3716294610.91,3692462496.55,0.0,internal_timestamp,69.733001709,1483473696.55,33.3982009888,0,10.016500473,1026.01914327,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8480',)",3692462496.61,4,3.65665006638,3716294556.43,3716294610.79,3692462496.61,0.0,internal_timestamp,69.7310028076,1483473696.61,33.3979988098,0,10.0169000626,1026.01890898,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8481',)",3692462496.68,4,3.65666007996,3716294556.43,3716294610.79,3692462496.68,0.0,internal_timestamp,69.7350006104,1483473696.68,33.3979988098,0,10.0170001984,1026.01891024,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8482',)",3692462496.74,4,3.65666007996,3716294556.43,3716294610.79,3692462496.74,0.0,internal_timestamp,69.7289962769,1483473696.74,33.3982009888,0,10.0167999268,1026.01907447,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8483',)",3692462496.8,4,3.65667009354,3716294556.43,3716294610.79,3692462496.8,0.0,internal_timestamp,69.7289962769,1483473696.8,33.3984985352,0,10.016500473,1026.01935714,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8484',)",3692462496.86,4,3.65667009354,3716294556.43,3716294610.79,3692462496.86,0.0,internal_timestamp,69.7300033569,1483473696.86,33.3987998962,0,10.0162000656,1026.01964753,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8485',)",3692462496.93,4,3.65667009354,3716294556.43,3716294610.8,3692462496.93,0.0,internal_timestamp,69.7279968262,1483473696.93,33.3989982605,0,10.015999794,1026.01982696,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8486',)",3692462496.99,4,3.65667009354,3716294556.43,3716294610.8,3692462496.99,0.0,internal_timestamp,69.7269973755,1483473696.99,33.3992004395,0,10.0158004761,1026.02001379,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8487',)",3692462497.05,4,3.65666007996,3716294556.43,3716294610.8,3692462497.05,0.0,internal_timestamp,69.7269973755,1483473697.05,33.3992996216,0,10.0156002045,1026.02012498,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8488',)",3692462497.11,4,3.65666007996,3716294556.43,3716294610.8,3692462497.11,0.0,internal_timestamp,69.7259979248,1483473697.11,33.3993988037,0,10.0153999329,1026.02023163,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8489',)",3692462497.18,4,3.65665006638,3716294556.43,3716294610.8,3692462497.18,0.0,internal_timestamp,69.7259979248,1483473697.18,33.3995018005,0,10.0151996613,1026.02034579,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8490',)",3692462497.24,4,3.6566400528,3716294556.43,3716294610.8,3692462497.24,0.0,internal_timestamp,69.7239990234,1483473697.24,33.3996009827,0,10.0150003433,1026.02044774,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8491',)",3692462497.3,4,3.65661001205,3716294556.43,3716294610.8,3692462497.3,0.0,internal_timestamp,69.7210006714,1483473697.3,33.3997001648,0,10.0146999359,1026.02056221,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8492',)",3692462497.36,4,3.65658998489,3716294556.43,3716294610.8,3692462497.36,0.0,internal_timestamp,69.7210006714,1483473697.36,33.3997993469,0,10.0143003464,1026.02070706,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8493',)",3692462497.43,4,3.65657997131,3716294556.43,3716294610.8,3692462497.43,0.0,internal_timestamp,69.7210006714,1483473697.43,33.3998985291,0,10.013999939,1026.02083516,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8494',)",3692462497.49,4,3.65656995773,3716294556.43,3716294610.8,3692462497.49,0.0,internal_timestamp,69.7180023193,1483473697.49,33.400100708,0,10.0136995316,1026.02102997,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8495',)",3692462497.55,4,3.65655994415,3716294556.43,3716294610.8,3692462497.55,0.0,internal_timestamp,69.7180023193,1483473697.55,33.4001998901,0,10.0135002136,1026.021141,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
"('8496',)",3692462497.61,4,3.65655994415,3716294556.43,3716294610.8,3692462497.61,0.0,internal_timestamp,69.7149963379,1483473697.61,33.4002990723,0,10.0134000778,1026.0212216,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8497',)",3692462497.68,4,3.65654993057,3716294556.43,3716294610.8,3692462497.68,0.0,internal_timestamp,69.7119979858,1483473697.68,33.4003982544,0,10.013299942,1026.02130225,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8498',)",3692462497.74,4,3.65653991699,3716294556.43,3716294610.8,3692462497.74,0.0,internal_timestamp,69.7119979858,1483473697.74,33.4002990723,0,10.0131998062,1026.02124179,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8499',)",3692462497.8,4,3.65653991699,3716294556.43,3716294610.8,3692462497.8,0.0,internal_timestamp,69.7129974365,1483473697.8,33.4003982544,0,10.0130996704,1026.02134061,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8500',)",3692462497.86,4,3.65653991699,3716294556.43,3716294610.8,3692462497.86,0.0,internal_timestamp,69.7119979858,1483473697.86,33.4003982544,0,10.0129995346,1026.02135298,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8501',)",3692462497.93,4,3.65652990341,3716294556.43,3716294610.8,3692462497.93,0.0,internal_timestamp,69.716003418,1483473697.93,33.4003982544,0,10.0129995346,1026.0213712,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8502',)",3692462497.99,4,3.65652990341,3716294556.43,3716294610.8,3692462497.99,0.0,internal_timestamp,69.7129974365,1483473697.99,33.4006004333,0,10.0128002167,1026.02154889,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8503',)",3692462498.05,4,3.65652990341,3716294556.43,3716294610.8,3692462498.05,0.0,internal_timestamp,69.7119979858,1483473698.05,33.4006996155,0,10.0127000809,1026.02163862,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8504',)",3692462498.11,4,3.65652990341,3716294556.43,3716294610.8,3692462498.11,0.0,internal_timestamp,69.7109985352,1483473698.11,33.4007987976,0,10.0125999451,1026.02172835,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8505',)",3692462498.18,4,3.65653991699,3716294556.43,3716294610.8,3692462498.18,0.0,internal_timestamp,69.7119979858,1483473698.18,33.4010009766,0,10.0124998093,1026.02190751,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8506',)",3692462498.24,4,3.65653991699,3716294556.43,3716294610.8,3692462498.24,0.0,internal_timestamp,69.7119979858,1483473698.24,33.4011993408,0,10.0122003555,1026.02211281,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8507',)",3692462498.3,4,3.65653991699,3716294556.43,3716294610.8,3692462498.3,0.0,internal_timestamp,69.7109985352,1483473698.3,33.401599884,0,10.0117998123,1026.02248834,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8508',)",3692462498.36,4,3.65652990341,3716294556.43,3716294610.8,3692462498.36,0.0,internal_timestamp,69.7099990845,1483473698.36,33.4020004272,0,10.0111999512,1026.02289753,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8509',)",3692462498.43,4,3.65651988983,3716294556.43,3716294610.8,3692462498.43,0.0,internal_timestamp,69.7070007324,1483473698.43,33.4023017883,0,10.0108003616,1026.02318645,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8510',)",3692462498.49,4,3.65651011467,3716294556.43,3716294610.8,3692462498.49,0.0,internal_timestamp,69.7070007324,1483473698.49,33.4024009705,0,10.01060009,1026.02329763,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8511',)",3692462498.55,4,3.65649008751,3716294556.43,3716294610.8,3692462498.55,0.0,internal_timestamp,69.7080001831,1483473698.55,33.4020996094,0,10.0107002258,1026.0230502,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8512',)",3692462498.61,4,3.65647006035,3716294556.43,3716294610.8,3692462498.61,0.0,internal_timestamp,69.7080001831,1483473698.61,33.4015007019,0,10.0109996796,1026.02253247,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8513',)",3692462498.68,4,3.65644001961,3716294556.43,3716294610.8,3692462498.68,0.0,internal_timestamp,69.7070007324,1483473698.68,33.4011001587,0,10.0111999512,1026.02218167,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8514',)",3692462498.74,4,3.65640997887,3716294556.43,3716294610.8,3692462498.74,0.0,internal_timestamp,69.7060012817,1483473698.74,33.4007987976,0,10.0111999512,1026.02194206,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8515',)",3692462498.8,4,3.65638995171,3716294556.43,3716294610.81,3692462498.8,0.0,internal_timestamp,69.7070007324,1483473698.8,33.4006996155,0,10.0110998154,1026.02188615,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8516',)",3692462498.86,4,3.65636992455,3716294556.43,3716294610.81,3692462498.86,0.0,internal_timestamp,69.7080001831,1483473698.86,33.4006996155,0,10.0108995438,1026.02192452,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8517',)",3692462498.93,4,3.65636992455,3716294556.43,3716294610.81,3692462498.93,0.0,internal_timestamp,69.7070007324,1483473698.93,33.4007987976,0,10.0108995438,1026.02199734,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8518',)",3692462498.99,4,3.65639996529,3716294556.43,3716294610.81,3692462498.99,0.0,internal_timestamp,69.7080001831,1483473698.99,33.4006996155,0,10.0110998154,1026.0218907,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8519',)",3692462499.05,4,3.65644001961,3716294556.43,3716294610.81,3692462499.05,0.0,internal_timestamp,69.7080001831,1483473699.05,33.4006996155,0,10.0115995407,1026.02180631,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8520',)",3692462499.11,4,3.65647006035,3716294556.43,3716294610.81,3692462499.11,0.0,internal_timestamp,69.7040023804,1483473699.12,33.4006996155,0,10.0120000839,1026.02172048,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8521',)",3692462499.18,4,3.65650010109,3716294556.43,3716294610.81,3692462499.18,0.0,internal_timestamp,69.7080001831,1483473699.18,33.4007987976,0,10.0122003555,1026.0217822,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8522',)",3692462499.24,4,3.65651011467,3716294556.43,3716294610.81,3692462499.24,0.0,internal_timestamp,69.7060012817,1483473699.24,33.4010009766,0,10.0120000839,1026.02196464,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8523',)",3692462499.3,4,3.65650010109,3716294556.43,3716294610.81,3692462499.3,0.0,internal_timestamp,69.7040023804,1483473699.3,33.4011993408,0,10.0117998123,1026.0221441,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8524',)",3692462499.36,4,3.65650010109,3716294556.44,3716294610.81,3692462499.36,0.0,internal_timestamp,69.7080001831,1483473699.37,33.4014015198,0,10.0115003586,1026.02237055,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8525',)",3692462499.43,4,3.65650010109,3716294556.44,3716294610.81,3692462499.43,0.0,internal_timestamp,69.7099990845,1483473699.43,33.4015007019,0,10.0115003586,1026.02245701,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8526',)",3692462499.49,4,3.65651011467,3716294556.44,3716294610.81,3692462499.49,0.0,internal_timestamp,69.7099990845,1483473699.49,33.4014015198,0,10.0116996765,1026.02234598,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8527',)",3692462499.55,4,3.65651988983,3716294556.44,3716294610.81,3692462499.55,0.0,internal_timestamp,69.7080001831,1483473699.55,33.4011993408,0,10.0120000839,1026.02212846,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8528',)",3692462499.61,4,3.65652990341,3716294556.44,3716294610.81,3692462499.61,0.0,internal_timestamp,69.7080001831,1483473699.61,33.4010009766,0,10.0122995377,1026.02192316,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8529',)",3692462499.68,4,3.65651988983,3716294556.44,3716294610.81,3692462499.68,0.0,internal_timestamp,69.7080001831,1483473699.68,33.4006996155,0,10.0124998093,1026.02165427,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8530',)",3692462499.74,4,3.65651988983,3716294556.44,3716294610.81,3692462499.74,0.0,internal_timestamp,69.7060012817,1483473699.74,33.4006004333,0,10.0125999451,1026.0215509,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8531',)",3692462499.8,4,3.65652990341,3716294556.44,3716294610.81,3692462499.8,0.0,internal_timestamp,69.7089996338,1483473699.8,33.4006004333,0,10.0127000809,1026.02154762,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8532',)",3692462499.86,4,3.65653991699,3716294556.44,3716294610.81,3692462499.86,0.0,internal_timestamp,69.7109985352,1483473699.87,33.4006004333,0,10.0128002167,1026.0215398,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8533',)",3692462499.93,4,3.65654993057,3716294556.44,3716294610.81,3692462499.93,0.0,internal_timestamp,69.7149963379,1483473699.93,33.4003982544,0,10.0130996704,1026.0213497,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8534',)",3692462499.99,4,3.65654993057,3716294556.44,3716294610.81,3692462499.99,0.0,internal_timestamp,69.7139968872,1483473699.99,33.4000015259,0,10.0136003494,1026.02095114,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8535',)",3692462500.05,4,3.65654993057,3716294556.44,3716294610.81,3692462500.05,0.0,internal_timestamp,69.7129974365,1483473700.05,33.3996009827,0,10.0141000748,1026.02054977,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8536',)",3692462500.11,4,3.65654993057,3716294556.44,3716294610.81,3692462500.11,0.0,internal_timestamp,69.7149963379,1483473700.11,33.3992004395,0,10.0144996643,1026.02017894,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8537',)",3692462500.18,4,3.65654993057,3716294556.44,3716294610.81,3692462500.18,0.0,internal_timestamp,69.7149963379,1483473700.18,33.3989982605,0,10.0146999359,1026.01998741,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8538',)",3692462500.24,4,3.65655994415,3716294556.44,3716294610.81,3692462500.24,0.0,internal_timestamp,69.7170028687,1483473700.24,33.3989982605,0,10.0148000717,1026.01997962,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8539',)",3692462500.3,4,3.65657997131,3716294556.44,3716294610.81,3692462500.3,0.0,internal_timestamp,69.7149963379,1483473700.3,33.3989982605,0,10.0149002075,1026.01995358,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8540',)",3692462500.36,4,3.65657997131,3716294556.44,3716294610.81,3692462500.36,0.0,internal_timestamp,69.7170028687,1483473700.36,33.3988990784,0,10.0150995255,1026.01985168,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8541',)",3692462500.43,4,3.65657997131,3716294556.44,3716294610.81,3692462500.43,0.0,internal_timestamp,69.7139968872,1483473700.43,33.3987998962,0,10.0151996613,1026.01974373,29,13,29,13,29,29,29,13,29,29,44.6389,-124.2990333
"('8542',)",3692462500.49,4,3.65657997131,3716294556.44,3716294610.81,3692462500.49,0.0,internal_timestamp,69.716003418,1483473700.49,33.3987998962,0,10.0152997971,1026.01973594,29,13,29,29,29,29,29,13,29,29,44.6389,-124.2990333
