obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('104',)",3659502013.34,2,34.0200004578,3724598981.53,3724598981.86,3659502013.34,0.0,internal_timestamp,455.480010986,336144,1450513213,6.353099823,3.40200004578,34.0246221785,1028.83580691,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('105',)",3659502025.33,2,34.0265007019,3724598981.53,3724598981.86,3659502025.33,0.0,internal_timestamp,454.209991455,330049,1450513225,6.36070013046,3.40265007019,34.0249063593,1028.82915258,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('106',)",3659502036.33,2,34.0312004089,3724598981.53,3724598981.86,3659502036.33,0.0,internal_timestamp,452.989990234,334348,1450513236,6.36569976807,3.40312004089,34.0257507679,1028.82353096,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('107',)",3659502047.33,2,34.0346984863,3724598981.53,3724598981.86,3659502047.33,0.0,internal_timestamp,451.920013428,328454,1450513247,6.37039995193,3.40346984863,34.0254843784,1028.81776486,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('108',)",3659502058.33,2,34.0367012024,3724598981.53,3724598981.86,3659502058.33,0.0,internal_timestamp,450.920013428,334230,1450513258,6.37300014496,3.40367012024,34.0256103411,1028.81292119,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('109',)",3659502069.34,2,34.0395011902,3724598981.53,3724598981.86,3659502069.34,0.0,internal_timestamp,449.950012207,340151,1450513269,6.37669992447,3.40395011902,34.0255142079,1028.80788646,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('110',)",3659502080.34,2,34.042098999,3724598981.53,3724598981.86,3659502080.34,0.0,internal_timestamp,448.839996338,335459,1450513280,6.38040018082,3.4042098999,34.0252609492,1028.80208693,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('111',)",3659502091.34,2,34.0447006226,3724598981.53,3724598981.86,3659502091.34,0.0,internal_timestamp,447.660003662,340060,1450513291,6.38380002975,3.40447006226,34.0253445366,1028.79627369,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('112',)",3659502102.34,2,34.0451011658,3724598981.53,3724598981.86,3659502102.34,0.0,internal_timestamp,446.470001221,336020,1450513302,6.3845000267,3.40451011658,34.0256719412,1028.79098386,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('113',)",3659502113.34,2,34.045501709,3724598981.53,3724598981.86,3659502113.34,0.0,internal_timestamp,445.260009766,337980,1450513313,6.38570022583,3.4045501709,34.0255118079,1028.78514919,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('114',)",3659502124.34,2,34.0514984131,3724598981.53,3724598981.86,3659502124.34,0.0,internal_timestamp,444.019989014,341099,1450513324,6.39349985123,3.40514984131,34.0250216732,1028.7779944,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('115',)",3659502135.35,2,34.0684013367,3724598981.53,3724598981.86,3659502135.35,0.0,internal_timestamp,442.799987793,345810,1450513335,6.41510009766,3.40684013367,34.0229151701,1028.76772772,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('116',)",3659502146.34,2,34.0690994263,3724598981.53,3724598981.87,3659502146.34,0.0,internal_timestamp,441.399993896,340213,1450513346,6.41629981995,3.40690994263,34.0231780132,1028.76135566,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('117',)",3659502157.35,2,34.0704994202,3724598981.53,3724598981.87,3659502157.35,0.0,internal_timestamp,439.899993896,345421,1450513357,6.41839981079,3.40704994202,34.0233740386,1028.75434689,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('118',)",3659502168.35,2,34.0708999634,3724598981.53,3724598981.87,3659502168.35,0.0,internal_timestamp,438.739990234,348210,1450513368,6.41960000992,3.40708999634,34.0231896151,1028.74872192,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('119',)",3659502179.35,2,34.0718994141,3724598981.53,3724598981.87,3659502179.35,0.0,internal_timestamp,437.739990234,351783,1450513379,6.42030000687,3.40718994141,34.0240892569,1028.74475175,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('120',)",3659502190.35,2,34.0724983215,3724598981.53,3724598981.87,3659502190.35,0.0,internal_timestamp,436.690002441,345594,1450513390,6.42220020294,3.40724983215,34.0233760591,1028.73911675,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('121',)",3659502201.35,2,34.0750007629,3724598981.53,3724598981.87,3659502201.35,0.0,internal_timestamp,435.579986572,350361,1450513401,6.42500019073,3.40750007629,34.0239107036,1028.73406163,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('122',)",3659502212.36,2,34.079498291,3724598981.53,3724598981.87,3659502212.36,0.0,internal_timestamp,434.440002441,355983,1450513412,6.43149995804,3.4079498291,34.0229979725,1028.72721322,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('123',)",3659502223.35,2,34.0812988281,3724598981.53,3724598981.87,3659502223.35,0.0,internal_timestamp,433.399993896,349828,1450513423,6.43440008163,3.40812988281,34.0226200255,1028.72174718,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('124',)",3659502234.35,2,34.0886993408,3724598981.53,3724598981.87,3659502234.35,0.0,internal_timestamp,432.410003662,345463,1450513434,6.44320011139,3.40886993408,34.0225700169,1028.715941,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('125',)",3659502245.35,2,34.1128997803,3724598981.53,3724598981.87,3659502245.35,0.0,internal_timestamp,431.440002441,350980,1450513445,6.47410011292,3.41128997803,34.0191936155,1028.70450902,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('126',)",3659502256.36,2,34.1217002869,3724598981.53,3724598981.87,3659502256.36,0.0,internal_timestamp,430.369995117,356082,1450513456,6.48509979248,3.41217002869,34.0185482894,1028.69755672,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('127',)",3659502266.36,2,34.1287002563,3724598981.53,3724598981.87,3659502266.36,0.0,internal_timestamp,429.209991455,359724,1450513466,6.49370002747,3.41287002563,34.018332153,1028.69086633,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('128',)",3659502278.36,2,34.129901886,3724598981.53,3724598981.87,3659502278.36,0.0,internal_timestamp,427.700012207,356688,1450513478,6.49569988251,3.4129901886,34.0184113754,1028.68373374,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('129',)",3659502289.35,2,34.136100769,3724598981.53,3724598981.87,3659502289.35,0.0,internal_timestamp,426.380004883,350681,1450513489,6.50360012054,3.4136100769,34.0180793746,1028.6763177,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('130',)",3659502300.35,2,34.1423988342,3724598981.53,3724598981.87,3659502300.35,0.0,internal_timestamp,425.230010986,354746,1450513500,6.51170015335,3.41423988342,34.0175761305,1028.66951698,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('131',)",3659502311.36,2,34.1530990601,3724598981.53,3724598981.87,3659502311.36,0.0,internal_timestamp,424.200012207,358500,1450513511,6.52559995651,3.41530990601,34.0161354,1028.66171159,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('132',)",3659502322.36,2,34.15650177,3724598981.53,3724598981.87,3659502322.36,0.0,internal_timestamp,423.380004883,364444,1450513522,6.52950000763,3.415650177,34.0164316969,1028.6576407,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('133',)",3659502333.36,2,34.1654014587,3724598981.53,3724598981.87,3659502333.36,0.0,internal_timestamp,422.540008545,356033,1450513533,6.5408000946,3.41654014587,34.0154829636,1028.6514566,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('134',)",3659502344.36,2,34.1727981567,3724598981.53,3724598981.87,3659502344.36,0.0,internal_timestamp,421.489990234,361294,1450513544,6.55000019073,3.41727981567,34.0150544746,1028.64501516,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('135',)",3659502355.37,2,34.1781997681,3724598981.53,3724598981.87,3659502355.37,0.0,internal_timestamp,420.359985352,366904,1450513555,6.55670022964,3.41781997681,34.0149355724,1028.6388031,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('136',)",3659502366.36,2,34.1817016602,3724598981.53,3724598981.87,3659502366.36,0.0,internal_timestamp,419.200012207,361612,1450513566,6.56129980087,3.41817016602,34.0148116953,1028.63274619,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('137',)",3659502377.37,2,34.1848983765,3724598981.53,3724598981.87,3659502377.37,0.0,internal_timestamp,418.130004883,367105,1450513577,6.56549978256,3.41848983765,34.0147026503,1028.62716909,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('138',)",3659502388.37,2,34.1916999817,3724598981.53,3724598981.87,3659502388.37,0.0,internal_timestamp,416.989990234,371397,1450513588,6.57450008392,3.41916999817,34.0138561633,1028.62001399,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('139',)",3659502399.36,2,34.1949996948,3724598981.53,3724598981.87,3659502399.36,0.0,internal_timestamp,415.850006104,364891,1450513599,6.57870006561,3.41949996948,34.0138945691,1028.6142321,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('140',)",3659502410.37,2,34.1985015869,3724598981.53,3724598981.87,3659502410.37,0.0,internal_timestamp,414.839996338,370018,1450513610,6.58339977264,3.41985015869,34.0135981967,1028.60871145,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('141',)",3659502421.36,2,34.2004013062,3724598981.53,3724598981.87,3659502421.36,0.0,internal_timestamp,413.970001221,364484,1450513621,6.58589982986,3.42004013062,34.0136423783,1028.6044101,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('142',)",3659502432.37,2,34.2001991272,3724598981.53,3724598981.87,3659502432.37,0.0,internal_timestamp,413.119995117,371417,1450513632,6.58620023727,3.42001991272,34.0135328975,1028.60039027,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('143',)",3659502443.38,2,34.2028007507,3724598981.53,3724598981.87,3659502443.38,0.0,internal_timestamp,412.200012207,375545,1450513643,6.58970022202,3.42028007507,34.0133863601,1028.59556885,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('144',)",3659502454.37,2,34.2058982849,3724598981.53,3724598981.87,3659502454.37,0.0,internal_timestamp,411.140014648,370349,1450513654,6.59350013733,3.42058982849,34.0135585346,1028.59031442,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('145',)",3659502465.37,2,34.2069015503,3724598981.53,3724598981.87,3659502465.37,0.0,internal_timestamp,410.170013428,374875,1450513665,6.59579992294,3.42069015503,34.0128586065,1028.58499862,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('146',)",3659502476.37,2,34.209400177,3724598981.53,3724598981.88,3659502476.37,0.0,internal_timestamp,409.380004883,370336,1450513676,6.59859991074,3.4209400177,34.0132286549,1028.58127691,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('147',)",3659502486.37,2,34.2095985413,3724598981.53,3724598981.88,3659502486.37,0.0,internal_timestamp,408.739990234,374521,1450513686,6.59880018234,3.42095985413,34.0135594604,1028.57857845,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('148',)",3659502498.37,2,34.2107009888,3724598981.53,3724598981.88,3659502498.37,0.0,internal_timestamp,407.929992676,374125,1450513698,6.60069990158,3.42107009888,34.0132880335,1028.57438833,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('149',)",3659502509.38,2,34.2109985352,3724598981.53,3724598981.88,3659502509.38,0.0,internal_timestamp,407.140014648,380353,1450513709,6.60129976273,3.42109985352,34.0134052082,1028.5707789,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('150',)",3659502519.38,2,34.2109985352,3724598981.53,3724598981.88,3659502519.38,0.0,internal_timestamp,406.600006104,379312,1450513719,6.60209989548,3.42109985352,34.0128740623,1028.56777611,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('151',)",3659502531.38,2,34.2109985352,3724598981.53,3724598981.88,3659502531.38,0.0,internal_timestamp,405.920013428,384381,1450513731,6.60200023651,3.42109985352,34.0133021961,1028.56501336,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('152',)",3659502542.38,2,34.2103996277,3724598981.53,3724598981.88,3659502542.38,0.0,internal_timestamp,405.100006104,381023,1450513742,6.60200023651,3.42103996277,34.0130375605,1028.56105104,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('153',)",3659502552.38,2,34.2102012634,3724598981.53,3724598981.88,3659502552.38,0.0,internal_timestamp,404.140014648,383584,1450513752,6.60200023651,3.42102012634,34.01328343,1028.5568489,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('154',)",3659502564.38,2,34.2112007141,3724598981.53,3724598981.88,3659502564.38,0.0,internal_timestamp,402.809997559,380743,1450513764,6.60379981995,3.42112007141,34.0132494148,1028.55047649,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('155',)",3659502575.39,2,34.2153015137,3724598981.53,3724598981.88,3659502575.39,0.0,internal_timestamp,401.570007324,385073,1450513775,6.61000013351,3.42153015137,34.0122391263,1028.54312727,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('156',)",3659502586.39,2,34.226600647,3724598981.53,3724598981.88,3659502586.39,0.0,internal_timestamp,400.559997559,385570,1450513786,6.62540006638,3.4226600647,34.0099576205,1028.53453167,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('157',)",3659502597.39,2,34.228099823,3724598981.53,3724598981.88,3659502597.39,0.0,internal_timestamp,399.670013428,388120,1450513797,6.62669992447,3.4228099823,34.0107571956,1028.53090002,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('158',)",3659502608.38,2,34.2285003662,3724598981.53,3724598981.88,3659502608.38,0.0,internal_timestamp,398.859985352,381333,1450513808,6.62769985199,3.42285003662,34.0106016244,1028.5269264,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('159',)",3659502619.39,2,34.2293014526,3724598981.53,3724598981.88,3659502619.39,0.0,internal_timestamp,398.119995117,386018,1450513819,6.62860012054,3.42293014526,34.0109532333,1028.52368615,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('160',)",3659502630.39,2,34.2296981812,3724598981.53,3724598981.88,3659502630.39,0.0,internal_timestamp,397.290008545,392220,1450513830,6.62960004807,3.42296981812,34.010803137,1028.51962534,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('161',)",3659502641.39,2,34.2300987244,3724598981.53,3724598981.88,3659502641.39,0.0,internal_timestamp,396.420013428,386420,1450513841,6.63079977036,3.42300987244,34.0104787889,1028.51521606,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('162',)",3659502652.39,2,34.2308998108,3724598981.53,3724598981.88,3659502652.39,0.0,internal_timestamp,395.690002441,393038,1450513852,6.63219976425,3.42308998108,34.0103306946,1028.5115581,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('163',)",3659502663.39,2,34.2303009033,3724598981.53,3724598981.88,3659502663.39,0.0,internal_timestamp,395.119995117,386853,1450513863,6.63159990311,3.42303009033,34.0105393987,1028.50919609,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('164',)",3659502674.39,2,34.2308998108,3724598981.53,3724598981.88,3659502674.39,0.0,internal_timestamp,394.570007324,393316,1450513874,6.63259983063,3.42308998108,34.0104770172,1028.50648656,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('165',)",3659502685.39,2,34.2332000732,3724598981.53,3724598981.88,3659502685.39,0.0,internal_timestamp,393.989990234,389420,1450513885,6.63560009003,3.42332000732,34.0103272024,1028.50328796,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('166',)",3659502696.4,2,34.2370986938,3724598981.53,3724598981.88,3659502696.4,0.0,internal_timestamp,393.309997559,396460,1450513896,6.64109992981,3.42370986938,34.0095156427,1028.49875789,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('167',)",3659502706.4,2,34.2389984131,3724598981.53,3724598981.88,3659502706.4,0.0,internal_timestamp,392.720001221,399446,1450513906,6.64330005646,3.42389984131,34.0097205251,1028.49590534,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('168',)",3659502718.4,2,34.2406005859,3724598981.53,3724598981.88,3659502718.4,0.0,internal_timestamp,392.100006104,397741,1450513918,6.6452999115,3.42406005859,34.0098096589,1028.49285272,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('169',)",3659502729.39,2,34.2440986633,3724598981.53,3724598981.88,3659502729.39,0.0,internal_timestamp,391.510009766,393194,1450513929,6.65019989014,3.42440986633,34.0091060084,1028.48890422,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('170',)",3659502739.4,2,34.2458000183,3724598981.53,3724598981.88,3659502739.4,0.0,internal_timestamp,391.040008545,395009,1450513939,6.65229988098,3.42458000183,34.0091327639,1028.48647536,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('171',)",3659502751.4,2,34.2463989258,3724598981.53,3724598981.88,3659502751.4,0.0,internal_timestamp,390.609985352,395155,1450513951,6.65339994431,3.42463989258,34.0089130823,1028.48417743,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('172',)",3659502762.4,2,34.2463989258,3724598981.53,3724598981.88,3659502762.4,0.0,internal_timestamp,390.329986572,403898,1450513962,6.65320014954,3.42463989258,34.0092464652,1028.48318519,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('173',)",3659502772.4,2,34.2462005615,3724598981.53,3724598981.89,3659502772.4,0.0,internal_timestamp,390.089996338,402998,1450513972,6.65339994431,3.42462005615,34.0089459243,1028.48182151,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('174',)",3659502784.4,2,34.2459983826,3724598981.53,3724598981.89,3659502784.4,0.0,internal_timestamp,390.059997559,401118,1450513984,6.65320014954,3.42459983826,34.008935065,1028.48170384,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('175',)",3659502795.41,2,34.2456016541,3724598981.53,3724598981.89,3659502795.41,0.0,internal_timestamp,389.809997559,408575,1450513995,6.65259981155,3.42456016541,34.0092125215,1028.48086171,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('176',)",3659502805.4,2,34.2458000183,3724598981.53,3724598981.89,3659502805.4,0.0,internal_timestamp,389.320007324,402081,1450514005,6.65320014954,3.42458000183,34.0090744628,1028.47842392,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('177',)",3659502817.41,2,34.2466011047,3724598981.53,3724598981.89,3659502817.41,0.0,internal_timestamp,388.450012207,411700,1450514017,6.6547999382,3.42466011047,34.0087963387,1028.47399406,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('178',)",3659502828.4,2,34.2486000061,3724598981.53,3724598981.89,3659502828.4,0.0,internal_timestamp,387.579986572,404352,1450514028,6.65789985657,3.42486000061,34.0083553568,1028.46922381,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('179',)",3659502839.41,2,34.2492980957,3724598981.53,3724598981.89,3659502839.41,0.0,internal_timestamp,386.700012207,408948,1450514039,6.65899991989,3.42492980957,34.008463086,1028.46512207,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('180',)",3659502850.41,2,34.2487983704,3724598981.53,3724598981.89,3659502850.41,0.0,internal_timestamp,385.820007324,414156,1450514050,6.65889978409,3.42487983704,34.0084368528,1028.46108466,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('181',)",3659502860.41,2,34.2487983704,3724598981.53,3724598981.89,3659502860.41,0.0,internal_timestamp,385.049987793,406786,1450514060,6.65969991684,3.42487983704,34.0080177545,1028.45711492,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
